"","Team","net_rating","off_eFG","off_tov_rate","off_reb_rate","off_ft_fga_ratio","def_eFG","def_tov_rate","def_reb_rate","def_ft_fga_ratio","season","top_3_players","top_3_vorp","best_player","best_vorp","clutch_plus_minus"
"1","Atlanta Hawks",-3.8,0.476,15.7,27.9,0.248,0.469,12.1,70.4,0.222,2003,"Jason Terry, Shareef Abdur-Rahim, Glenn Robinson",7.4,"Jason Terry",3,0.4
"2","Atlanta Hawks",-5.1,0.465,15.4,28.6,0.235,0.476,13.1,70.5,0.234,2004,"Shareef Abdur-Rahim, Jason Terry, Stephen Jackson",5.3,"Shareef Abdur-Rahim",2.1,-1.6
"3","Atlanta Hawks",-10.5,0.464,14.9,30.7,0.212,0.513,14,72.1,0.289,2005,"Antoine Walker, Josh Childress, Josh Smith",2.5,"Antoine Walker",0.9,-2
"4","Atlanta Hawks",-5.2,0.486,14.7,31.4,0.255,0.513,14.1,69.5,0.275,2006,"Joe Johnson, Josh Childress, Josh Smith",5.7,"Joe Johnson",2.5,-1.3
"5","Atlanta Hawks",-5.3,0.471,15.1,29.2,0.263,0.503,14.5,70.9,0.268,2007,"Joe Johnson, Josh Smith, Josh Childress",7.3,"Joe Johnson",2.7,-0.6
"6","Atlanta Hawks",-2,0.483,14,29.7,0.263,0.501,12.9,71.7,0.217,2008,"Josh Smith, Joe Johnson, Josh Childress",8.7,"Josh Smith",3.7,-1.1
"7","Atlanta Hawks",1.7,0.504,12.5,26,0.238,0.494,13.2,71.6,0.21,2009,"Joe Johnson, Mike Bibby, Josh Smith",8.2,"Joe Johnson",3.1,1.1
"8","Atlanta Hawks",5.2,0.506,11.4,28.2,0.213,0.496,13.2,72.7,0.208,2010,"Josh Smith, Joe Johnson, Al Horford",11.6,"Josh Smith",5.1,0.7
"9","Atlanta Hawks",-0.9,0.501,13.5,23.4,0.209,0.495,12.3,74.6,0.211,2011,"Al Horford, Josh Smith, Joe Johnson",8.2,"Al Horford",3.9,0.9
"10","Atlanta Hawks",3.7,0.5,13.4,23.9,0.192,0.48,14.4,74.4,0.186,2012,"Josh Smith, Joe Johnson, Jeff Teague",7.3,"Josh Smith",3.3,2.1
"11","Atlanta Hawks",0.4,0.517,14.2,22.2,0.174,0.496,14.2,73.6,0.181,2013,"Al Horford, Josh Smith, Kyle Korver",7.4,"Al Horford",2.7,0.6
"12","Atlanta Hawks",-0.5,0.515,14.3,21,0.208,0.51,14,74.4,0.196,2014,"Paul Millsap, Kyle Korver, DeMarre Carroll",6.5,"Paul Millsap",3,0.2
"13","Atlanta Hawks",5.8,0.527,13.5,21.4,0.201,0.492,14.9,73.4,0.185,2015,"Al Horford, Paul Millsap, Kyle Korver",9.9,"Al Horford",3.6,2.1
"14","Atlanta Hawks",3.7,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194,2016,"Paul Millsap, Al Horford, Jeff Teague",9.9,"Paul Millsap",4.1,0.6
"15","Atlanta Hawks",-0.8,0.504,14.2,23.6,0.215,0.507,13.8,76.1,0.179,2017,"Paul Millsap, Dwight Howard, Tim Hardaway Jr.",5.7,"Paul Millsap",2.4,1
"16","Atlanta Hawks",-5.6,0.512,14.1,21.1,0.185,0.536,13.6,76.2,0.183,2018,"Kent Bazemore, John Collins, Dewayne Dedmon",2.8,"Kent Bazemore",1.2,-0.9
"17","Atlanta Hawks",-5.8,0.522,14.3,24.7,0.192,0.541,12.8,76.4,0.237,2019,"John Collins, Dewayne Dedmon, Trae Young",3.2,"John Collins",1.3,0.4
"18","Atlanta Hawks",-7.6,0.515,13.8,21.6,0.204,0.543,12.7,74.9,0.233,2020,"Trae Young, John Collins, Jabari Parker",5.2,"Trae Young",3.1,-0.9
"19","Atlanta Hawks",2.4,0.539,11.9,24.4,0.226,0.53,11.1,77.8,0.19,2021,"Trae Young, Clint Capela, John Collins",7.2,"Trae Young",3,-0.6
"20","Atlanta Hawks",1.6,0.543,10.8,23,0.205,0.543,11.5,76.9,0.177,2022,"Trae Young, Clint Capela, Delon Wright",8.5,"Trae Young",4.8,-0.7
"21","Atlanta Hawks",0.3,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,2023,"Trae Young, Dejounte Murray, Clint Capela",7.3,"Trae Young",3.4,-1.5
"22","Atlanta Hawks",-1.5,0.539,11.3,27.8,0.207,0.571,12.4,74.4,0.192,2024,"Dejounte Murray, Trae Young, Jalen Johnson",5.8,"Dejounte Murray",2.3,-1.3
"23","Boston Celtics",-0.4,0.47,13.4,23.6,0.227,0.471,15.1,72.5,0.242,2003,"Paul Pierce*, Tony Delk, Antoine Walker",8.1,"Paul Pierce*",5.4,0.3
"24","Boston Celtics",-1.6,0.486,15.4,25.2,0.245,0.479,15.7,69.5,0.24,2004,"Paul Pierce*, Ricky Davis, Mike James",5.3,"Paul Pierce*",3.2,-0.1
"25","Boston Celtics",0.9,0.501,14.7,27.2,0.273,0.481,14.2,70.1,0.274,2005,"Paul Pierce*, Raef LaFrentz, Gary Payton*",8.5,"Paul Pierce*",4.9,0.2
"26","Boston Celtics",-1.7,0.504,15.7,25.5,0.263,0.49,13.8,72.8,0.282,2006,"Paul Pierce*, Delonte West, Raef LaFrentz",8.7,"Paul Pierce*",5.3,-1
"27","Boston Celtics",-3.7,0.479,15.4,27,0.259,0.502,14.5,73.8,0.28,2007,"Paul Pierce*, Al Jefferson, Delonte West",5.6,"Paul Pierce*",2.7,-0.3
"28","Boston Celtics",11.3,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,2008,"Kevin Garnett*, Paul Pierce*, Ray Allen*",14.3,"Kevin Garnett*",6,0.1
"29","Boston Celtics",8.2,0.528,15,27.9,0.251,0.47,14,75.6,0.253,2009,"Ray Allen*, Rajon Rondo, Paul Pierce*",12.2,"Ray Allen*",4.3,1.3
"30","Boston Celtics",3.9,0.522,14.5,22.8,0.248,0.487,14.9,73.8,0.251,2010,"Rajon Rondo, Paul Pierce*, Kevin Garnett*",10.1,"Rajon Rondo",4.2,0.9
"31","Boston Celtics",5.9,0.519,14.5,21.1,0.235,0.469,14.8,74.7,0.235,2011,"Paul Pierce*, Kevin Garnett*, Ray Allen*",12,"Paul Pierce*",4.6,0.4
"32","Boston Celtics",2.8,0.496,14.7,19.7,0.2,0.452,14.9,72.4,0.216,2012,"Paul Pierce*, Kevin Garnett*, Rajon Rondo",8.2,"Paul Pierce*",3.2,0.6
"33","Boston Celtics",-0.2,0.503,14.1,20.1,0.204,0.482,14.2,73.3,0.216,2013,"Paul Pierce*, Kevin Garnett*, Rajon Rondo",7.4,"Paul Pierce*",3.6,-0.3
"34","Boston Celtics",-4.8,0.477,14.2,27.4,0.193,0.505,13.4,74.2,0.227,2014,"Kris Humphries, Jordan Crawford, Rajon Rondo",3.3,"Kris Humphries",1,-2
"35","Boston Celtics",0.2,0.489,12.5,24.7,0.176,0.494,13.7,75,0.208,2015,"Tyler Zeller, Jared Sullinger, Brandon Bass",3.5,"Tyler Zeller",1.3,0
"36","Boston Celtics",3.2,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,2016,"Isaiah Thomas, Jae Crowder, Kelly Olynyk",9.5,"Isaiah Thomas",4.2,0.3
"37","Boston Celtics",2.8,0.525,12.2,21.2,0.22,0.503,12.6,75.3,0.223,2017,"Isaiah Thomas, Al Horford, Jae Crowder",10.3,"Isaiah Thomas",5.6,1.6
"38","Boston Celtics",3.7,0.518,13,21.5,0.188,0.495,13,78.4,0.191,2018,"Kyrie Irving, Al Horford, Terry Rozier",10.3,"Kyrie Irving",4.5,0.1
"39","Boston Celtics",4.4,0.534,11.5,21.6,0.173,0.514,13.4,77,0.198,2019,"Kyrie Irving, Al Horford, Marcus Smart",10.2,"Kyrie Irving",5.1,0.7
"40","Boston Celtics",6.3,0.531,12.2,23.9,0.207,0.509,13.5,77.4,0.215,2020,"Jayson Tatum, Kemba Walker, Gordon Hayward",8.3,"Jayson Tatum",3.4,0.6
"41","Boston Celtics",1.5,0.543,12.5,24.3,0.181,0.539,12.8,78.1,0.215,2021,"Jayson Tatum, Jaylen Brown, Robert Williams",7.7,"Jayson Tatum",3.4,-1.3
"42","Boston Celtics",7.5,0.542,12.4,24,0.195,0.502,12.5,77.3,0.183,2022,"Jayson Tatum, Robert Williams, Al Horford",11.4,"Jayson Tatum",4.8,-0.7
"43","Boston Celtics",6.5,0.566,12,22.1,0.197,0.528,11.3,78.5,0.18,2023,"Jayson Tatum, Derrick White, Al Horford",10.2,"Jayson Tatum",5.1,0.9
"44","Boston Celtics",11.8,0.578,10.8,25,0.187,0.524,10.7,76.5,0.149,2024,"Jayson Tatum, Derrick White, Kristaps Porziņģis",10.2,"Jayson Tatum",4.4,2.2
"45","Brooklyn Nets",5.7,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225,2003,"Jason Kidd*, Kerry Kittles, Richard Jefferson",12.3,"Jason Kidd*",6.5,-1.4
"46","Brooklyn Nets",2.8,0.471,14.4,25.9,0.219,0.46,15.7,73.9,0.221,2004,"Jason Kidd*, Richard Jefferson, Kerry Kittles",10.2,"Jason Kidd*",4.2,0.1
"47","Brooklyn Nets",-1.7,0.463,13.7,25.5,0.242,0.479,15.2,73.2,0.278,2005,"Vince Carter, Jason Kidd*, Richard Jefferson",10.4,"Vince Carter",5.1,1.2
"48","Brooklyn Nets",1.5,0.478,13.3,24,0.262,0.476,14,76.3,0.266,2006,"Jason Kidd*, Vince Carter, Richard Jefferson",14.6,"Jason Kidd*",5.5,0.7
"49","Brooklyn Nets",-0.9,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,2007,"Jason Kidd*, Vince Carter, Boštjan Nachbar",10.4,"Jason Kidd*",4.9,-0.8
"50","Brooklyn Nets",-5.4,0.481,14.2,26.6,0.255,0.497,12.7,73.8,0.271,2008,"Vince Carter, Jason Kidd*, Richard Jefferson",7.1,"Vince Carter",3.3,0.4
"51","Brooklyn Nets",-2.7,0.497,12.7,25.2,0.236,0.509,13,73.5,0.272,2009,"Vince Carter, Devin Harris, Brook Lopez",7.2,"Vince Carter",3.3,0
"52","Brooklyn Nets",-9.9,0.458,13.7,25.1,0.24,0.517,13.3,71.8,0.229,2010,"Brook Lopez, Devin Harris, Courtney Lee",3.6,"Brook Lopez",2.5,-2.1
"53","Brooklyn Nets",-6.8,0.474,13.4,26.1,0.215,0.503,11.8,74.2,0.241,2011,"Brook Lopez, Devin Harris, Kris Humphries",4.6,"Brook Lopez",1.9,-0.9
"54","Brooklyn Nets",-6.7,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,2012,"Deron Williams, Kris Humphries, Gerald Wallace",4.3,"Deron Williams",2.2,-1.3
"55","Brooklyn Nets",2,0.498,14,30.9,0.219,0.503,13.1,73.7,0.174,2013,"Deron Williams, Brook Lopez, Andray Blatche",8.8,"Deron Williams",4.2,0.1
"56","Brooklyn Nets",-1,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,2014,"Paul Pierce*, Deron Williams, Joe Johnson",5,"Paul Pierce*",1.9,0
"57","Brooklyn Nets",-3,0.491,13,23.9,0.2,0.506,12.9,73.7,0.185,2015,"Brook Lopez, Joe Johnson, Deron Williams",4.1,"Brook Lopez",1.6,-0.4
"58","Brooklyn Nets",-7.7,0.492,13.6,24.1,0.186,0.534,13.1,75.7,0.176,2016,"Brook Lopez, Thaddeus Young, Rondae Hollis-Jefferson",3.7,"Brook Lopez",2.1,-0.8
"59","Brooklyn Nets",-6.6,0.507,14.7,19.6,0.228,0.513,11.6,76.1,0.212,2017,"Brook Lopez, Jeremy Lin, Trevor Booker",3.9,"Brook Lopez",2.4,-1.8
"60","Brooklyn Nets",-3.7,0.514,13.6,21,0.201,0.517,11,77,0.201,2018,"Spencer Dinwiddie, DeMarre Carroll, Rondae Hollis-Jefferson",4.7,"Spencer Dinwiddie",1.5,-0.9
"61","Brooklyn Nets",-0.1,0.52,13,23.8,0.211,0.512,11.6,76.4,0.19,2019,"D'Angelo Russell, Jarrett Allen, Joe Harris",6.7,"D'Angelo Russell",3.4,0
"62","Brooklyn Nets",-0.6,0.52,13.1,23.2,0.199,0.511,11,77.8,0.187,2020,"Jarrett Allen, Spencer Dinwiddie, Kyrie Irving",5.5,"Jarrett Allen",2,0.7
"63","Brooklyn Nets",4.5,0.575,12.2,21.4,0.208,0.531,11.1,77.3,0.187,2021,"Kyrie Irving, James Harden, Kevin Durant",9.5,"Kyrie Irving",3.6,1.1
"64","Brooklyn Nets",0.8,0.54,12.5,23.9,0.198,0.521,11.7,75.1,0.201,2022,"Kevin Durant, James Harden, Kyrie Irving",8.7,"Kevin Durant",4.8,0.9
"65","Brooklyn Nets",0.9,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,2023,"Kevin Durant, Nic Claxton, Kyrie Irving",8.3,"Kevin Durant",3.2,0.2
"66","Brooklyn Nets",-2.6,0.532,11.7,25.3,0.175,0.544,11.6,75.8,0.199,2024,"Nic Claxton, Cameron Johnson, Mikal Bridges",3.7,"Nic Claxton",1.6,-1.1
"67","Charlotte Hornets",-6.4,0.455,13.3,29.5,0.217,0.497,14.7,70.9,0.269,2005,"Brevin Knight, Jason Hart, Gerald Wallace",4.5,"Brevin Knight",1.8,-1.7
"68","Charlotte Hornets",-4.2,0.464,13,27.1,0.233,0.514,16.5,70.7,0.263,2006,"Gerald Wallace, Brevin Knight, Raymond Felton",6,"Gerald Wallace",3.2,-0.1
"69","Charlotte Hornets",-4,0.48,13.9,26.4,0.236,0.5,14.7,71.6,0.279,2007,"Gerald Wallace, Emeka Okafor, Matt Carroll",7.2,"Gerald Wallace",3.7,-0.6
"70","Charlotte Hornets",-4.8,0.492,13.9,25.6,0.23,0.505,13.4,71,0.235,2008,"Jason Richardson, Gerald Wallace, Emeka Okafor",7.1,"Jason Richardson",4,-0.1
"71","Charlotte Hornets",-1.4,0.494,15.1,27.7,0.231,0.498,14.4,73,0.229,2009,"Gerald Wallace, Boris Diaw, Emeka Okafor",7.1,"Gerald Wallace",3.7,-0.4
"72","Charlotte Hornets",1.6,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194,2010,"Gerald Wallace, Raymond Felton, Boris Diaw",8,"Gerald Wallace",3.7,-0.1
"73","Charlotte Hornets",-4.4,0.482,14.1,25.7,0.237,0.5,12.9,75.2,0.229,2011,"Boris Diaw, D.J. Augustin, Gerald Wallace",4.4,"Boris Diaw",1.8,0.7
"74","Charlotte Hornets",-15.2,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,2012,"Kemba Walker, Derrick Brown, Reggie Williams",0.6,"Kemba Walker",0.6,-2.6
"75","Charlotte Hornets",-10,0.46,13.2,25.7,0.233,0.524,13.2,71.1,0.197,2013,"Kemba Walker, Ramon Sessions, Gerald Henderson",3.6,"Kemba Walker",2.4,-0.2
"76","Charlotte Hornets",-0.2,0.481,11.7,21.9,0.219,0.491,12.6,77.6,0.183,2014,"Al Jefferson, Kemba Walker, Josh McRoberts",7.7,"Al Jefferson",3,0
"77","Charlotte Hornets",-3.4,0.456,11.2,22.1,0.202,0.487,12,79.3,0.188,2015,"Kemba Walker, Al Jefferson, Marvin Williams",5.1,"Kemba Walker",2.3,-1
"78","Charlotte Hornets",2.8,0.502,11.7,20,0.222,0.496,12.5,79.8,0.191,2016,"Kemba Walker, Marvin Williams, Nicolas Batum",9,"Kemba Walker",4.3,1.3
"79","Charlotte Hornets",0.2,0.501,10.7,19.9,0.227,0.523,12.1,79.6,0.164,2017,"Kemba Walker, Nicolas Batum, Marvin Williams",7.2,"Kemba Walker",4.2,-0.6
"80","Charlotte Hornets",0.3,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,2018,"Kemba Walker, Jeremy Lamb, Marvin Williams",7.5,"Kemba Walker",4.2,-0.1
"81","Charlotte Hornets",-1.1,0.514,10.9,21.7,0.205,0.538,12.1,77.1,0.179,2019,"Kemba Walker, Jeremy Lamb, Nicolas Batum",7.2,"Kemba Walker",4.4,-0.2
"82","Charlotte Hornets",-7,0.504,13.3,23.9,0.188,0.546,13.1,74.4,0.159,2020,"Devonte' Graham, Terry Rozier, Cody Zeller",2.7,"Devonte' Graham",1.4,0.9
"83","Charlotte Hornets",-1.9,0.532,13.3,23.5,0.181,0.55,13.2,75.7,0.163,2021,"Terry Rozier, LaMelo Ball, Gordon Hayward",5,"Terry Rozier",2.2,1.8
"84","Charlotte Hornets",0.4,0.544,11.6,23.3,0.173,0.544,13.1,74.8,0.187,2022,"LaMelo Ball, Miles Bridges, Terry Rozier",8.1,"LaMelo Ball",3.3,-0.3
"85","Charlotte Hornets",-6.1,0.516,12.3,23.8,0.195,0.544,12.5,75.5,0.211,2023,"Mason Plumlee, LaMelo Ball, Terry Rozier",4,"Mason Plumlee",1.8,-0.3
"86","Charlotte Hornets",-10.9,0.523,12.6,21.7,0.164,0.571,12.4,74.9,0.195,2024,"Terry Rozier, LaMelo Ball, Miles Bridges",2.5,"Terry Rozier",1.1,-1.5
"87","Chicago Bulls",-5.4,0.471,15.4,27.7,0.217,0.47,13.3,69.5,0.263,2003,"Donyell Marshall, Jamal Crawford, Jalen Rose",3.8,"Donyell Marshall",1.9,-0.2
"88","Chicago Bulls",-6.8,0.446,14.9,28.1,0.197,0.469,14.1,71.4,0.253,2004,"Jamal Crawford, Jerome Williams, Kirk Hinrich",4.1,"Jamal Crawford",2.4,-1.4
"89","Chicago Bulls",1.1,0.471,15.5,28.4,0.233,0.454,14.4,72.6,0.262,2005,"Kirk Hinrich, Tyson Chandler, Ben Gordon",6.7,"Kirk Hinrich",3.2,1
"90","Chicago Bulls",0.6,0.487,13.9,26.3,0.216,0.464,13.9,74.7,0.295,2006,"Kirk Hinrich, Luol Deng, Andrés Nocioni",7.3,"Kirk Hinrich",2.8,1.4
"91","Chicago Bulls",5.3,0.493,14.7,28.6,0.229,0.473,16.2,74.3,0.252,2007,"Luol Deng, Ben Wallace*, Kirk Hinrich",11.1,"Luol Deng",3.9,0.7
"92","Chicago Bulls",-3.3,0.47,13.4,28.9,0.223,0.496,14.2,73.1,0.258,2008,"Ben Gordon, Luol Deng, Ben Wallace*",3.8,"Ben Gordon",1.7,-2
"93","Chicago Bulls",-0.3,0.493,13.3,28,0.239,0.493,13.1,70.9,0.238,2009,"Ben Gordon, Joakim Noah, Derrick Rose",5,"Ben Gordon",2.3,0.3
"94","Chicago Bulls",-1.8,0.477,13.3,26.6,0.217,0.484,12.3,74.8,0.212,2010,"Derrick Rose, Luol Deng, Joakim Noah",6.4,"Derrick Rose",2.7,0.5
"95","Chicago Bulls",8,0.501,13.5,29.4,0.227,0.463,13.6,76.2,0.222,2011,"Derrick Rose, Luol Deng, Ronnie Brewer",11.7,"Derrick Rose",6.7,1.6
"96","Chicago Bulls",9.1,0.49,13.2,32.6,0.184,0.45,12.8,74.3,0.175,2012,"Derrick Rose, Joakim Noah, Carlos Boozer",8,"Derrick Rose",2.9,1.4
"97","Chicago Bulls",0.3,0.47,13.6,29.4,0.201,0.477,13.2,73.6,0.206,2013,"Joakim Noah, Nate Robinson, Jimmy Butler",7.9,"Joakim Noah",3.3,1
"98","Chicago Bulls",2,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189,2014,"Joakim Noah, Jimmy Butler, Mike Dunleavy",10.8,"Joakim Noah",5.2,1.2
"99","Chicago Bulls",3.2,0.489,12.9,27,0.238,0.473,11.3,74.4,0.182,2015,"Jimmy Butler, Pau Gasol*, Joakim Noah",10,"Jimmy Butler",4.2,0.9
"100","Chicago Bulls",-1.5,0.487,12.6,24.5,0.189,0.485,10.7,74.9,0.182,2016,"Pau Gasol*, Jimmy Butler, Nikola Mirotić",9.4,"Pau Gasol*",4,-0.5
"101","Chicago Bulls",0.4,0.487,12.3,27,0.206,0.507,12.4,76.8,0.169,2017,"Jimmy Butler, Dwyane Wade*, Nikola Mirotić",9.8,"Jimmy Butler",6.6,1
"102","Chicago Bulls",-7.1,0.497,12.6,20.6,0.164,0.542,12.4,80.6,0.184,2018,"Bobby Portis, Nikola Mirotić, Lauri Markkanen",3.1,"Bobby Portis",1.2,-0.2
"103","Chicago Bulls",-8.4,0.505,12.7,19.4,0.184,0.541,11.9,77.3,0.188,2019,"Zach LaVine, Lauri Markkanen, Justin Holiday",2.8,"Zach LaVine",1.5,-1.2
"104","Chicago Bulls",-3.1,0.515,13.7,22.8,0.175,0.546,16.3,75.6,0.239,2020,"Zach LaVine, Shaquille Harrison, Lauri Markkanen",3.5,"Zach LaVine",2.4,-1.7
"105","Chicago Bulls",-0.9,0.547,13.6,22.3,0.156,0.538,11.6,80.3,0.196,2021,"Zach LaVine, Thaddeus Young, Nikola Vučević",6.7,"Zach LaVine",3.1,-0.6
"106","Chicago Bulls",-0.4,0.541,11.8,20.4,0.201,0.541,11.9,78.3,0.199,2022,"DeMar DeRozan, Zach LaVine, Nikola Vučević",7.5,"DeMar DeRozan",3.1,1.4
"107","Chicago Bulls",1.3,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,2023,"Nikola Vučević, Zach LaVine, DeMar DeRozan",8.5,"Nikola Vučević",3.2,0
"108","Chicago Bulls",-1.8,0.532,11,24.7,0.189,0.555,12.6,76,0.195,2024,"DeMar DeRozan, Alex Caruso, Coby White",6.2,"DeMar DeRozan",2.4,2.3
"109","Cleveland Cavaliers",-10.2,0.444,16.4,31,0.223,0.484,13,73.2,0.252,2003,"Ricky Davis, Carlos Boozer, Zydrunas Ilgauskas",3.3,"Ricky Davis",1.3,-1.2
"110","Cleveland Cavaliers",-2.8,0.451,13.7,31.1,0.226,0.469,12.3,73,0.221,2004,"LeBron James, Carlos Boozer, Zydrunas Ilgauskas",7.5,"LeBron James",2.9,-0.5
"111","Cleveland Cavaliers",0.9,0.47,13,32.5,0.244,0.485,14.1,71.5,0.248,2005,"LeBron James, Drew Gooden, Zydrunas Ilgauskas",12.6,"LeBron James",9.1,-0.6
"112","Cleveland Cavaliers",2.4,0.492,13.3,28.4,0.263,0.49,12.8,75.7,0.226,2006,"LeBron James, Zydrunas Ilgauskas, Donyell Marshall",12.6,"LeBron James",9.4,0.6
"113","Cleveland Cavaliers",4.2,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,2007,"LeBron James, Zydrunas Ilgauskas, Donyell Marshall",10.7,"LeBron James",8.1,1.2
"114","Cleveland Cavaliers",-0.4,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24,2008,"LeBron James, Zydrunas Ilgauskas, Daniel Gibson",11.4,"LeBron James",9.8,2.4
"115","Cleveland Cavaliers",10,0.519,12.5,27.7,0.236,0.468,13.5,74.6,0.226,2009,"LeBron James, Mo Williams, Delonte West",16.9,"LeBron James",11.8,3.2
"116","Cleveland Cavaliers",7.1,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,2010,"LeBron James, Mo Williams, Anderson Varejão",14.4,"LeBron James",10.3,2.2
"117","Cleveland Cavaliers",-9.6,0.472,13.4,24.2,0.233,0.524,12.7,73.3,0.211,2011,"Ramon Sessions, Antawn Jamison, Daniel Gibson",3,"Ramon Sessions",1.3,0.6
"118","Cleveland Cavaliers",-7.8,0.463,14.3,28.9,0.22,0.508,13.1,72.2,0.202,2012,"Kyrie Irving, Antawn Jamison, Anderson Varejão",3.9,"Kyrie Irving",2.4,-0.7
"119","Cleveland Cavaliers",-5.1,0.473,13,28.1,0.2,0.523,14.4,72.6,0.225,2013,"Kyrie Irving, Anderson Varejão, C.J. Miles",5.4,"Kyrie Irving",3,-0.8
"120","Cleveland Cavaliers",-3.5,0.479,13,27.2,0.201,0.508,13,75.8,0.199,2014,"Kyrie Irving, Anderson Varejão, C.J. Miles",6,"Kyrie Irving",3.3,-0.1
"121","Cleveland Cavaliers",4.8,0.52,13.4,26.8,0.216,0.502,12.6,74.7,0.177,2015,"LeBron James, Kyrie Irving, Kevin Love",12.9,"LeBron James",5.7,1.2
"122","Cleveland Cavaliers",6.4,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205,2016,"LeBron James, Kevin Love, Kyrie Irving",12.6,"LeBron James",7.5,0.3
"123","Cleveland Cavaliers",3.3,0.547,12.6,21.9,0.206,0.516,11.4,75.8,0.174,2017,"LeBron James, Kyrie Irving, Kevin Love",12,"LeBron James",6.7,1.6
"124","Cleveland Cavaliers",1,0.547,12.6,20.1,0.214,0.54,12.2,77.3,0.166,2018,"LeBron James, Kevin Love, Kyle Korver",11.3,"LeBron James",8.2,1.7
"125","Cleveland Cavaliers",-9.9,0.503,12.2,23.7,0.187,0.564,11.5,77,0.181,2019,"Larry Nance Jr., Jordan Clarkson, Kevin Love",3.4,"Larry Nance Jr.",2,-1.1
"126","Cleveland Cavaliers",-7.9,0.522,14.6,24.6,0.172,0.56,11.7,77.4,0.164,2020,"Kevin Love, Larry Nance Jr., Jordan Clarkson",4,"Kevin Love",1.8,-0.3
"127","Cleveland Cavaliers",-8.6,0.508,13.9,23.6,0.194,0.556,13,76.6,0.183,2021,"Jarrett Allen, Collin Sexton, Larry Nance Jr.",2.8,"Jarrett Allen",1.1,-1
"128","Cleveland Cavaliers",2.2,0.538,13.2,24,0.198,0.52,12.3,76.5,0.172,2022,"Darius Garland, Jarrett Allen, Kevin Love",8.2,"Darius Garland",2.8,0.4
"129","Cleveland Cavaliers",5.5,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,2023,"Donovan Mitchell, Darius Garland, Evan Mobley",10.2,"Donovan Mitchell",5,0.6
"130","Cleveland Cavaliers",3.5,0.556,12.2,23.4,0.18,0.527,12.1,77.1,0.192,2024,"Donovan Mitchell, Jarrett Allen, Evan Mobley",8,"Donovan Mitchell",3.7,-0.1
"131","Dallas Mavericks",8.4,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221,2003,"Dirk Nowitzki*, Steve Nash*, Michael Finley",14.2,"Dirk Nowitzki*",7.3,1.2
"132","Dallas Mavericks",4.7,0.495,11.1,31.4,0.204,0.498,13.9,71.6,0.214,2004,"Dirk Nowitzki*, Steve Nash*, Michael Finley",10,"Dirk Nowitzki*",4.3,-1
"133","Dallas Mavericks",6.2,0.492,12.5,28.6,0.273,0.472,14.3,70.2,0.239,2005,"Dirk Nowitzki*, Jason Terry, Josh Howard",12.3,"Dirk Nowitzki*",7.1,1.3
