"","Team","net_rating","off_eFG","off_tov_rate","off_reb_rate","off_ft_fga_ratio","def_eFG","def_tov_rate","def_reb_rate","def_ft_fga_ratio","season","top_3_players","top_3_vorp","best_player","best_vorp","clutch_plus_minus"
"134","Dallas Mavericks",6.8,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,2006,"Dirk Nowitzki*, Jason Terry, Josh Howard",13.6,"Dirk Nowitzki*",7.9,1.4
"135","Dallas Mavericks",8.1,0.509,13.4,28.7,0.256,0.477,14.2,75,0.265,2007,"Dirk Nowitzki*, Jason Terry, Josh Howard",14.9,"Dirk Nowitzki*",7.4,2.8
"136","Dallas Mavericks",5,0.502,12.3,26.7,0.259,0.474,11.7,75,0.252,2008,"Dirk Nowitzki*, Jason Terry, Josh Howard",11.5,"Dirk Nowitzki*",6,0.7
"137","Dallas Mavericks",2.1,0.504,12.1,26.6,0.224,0.493,12.3,74.6,0.225,2009,"Dirk Nowitzki*, Jason Kidd*, Jason Terry",11.3,"Dirk Nowitzki*",4.2,1.2
"138","Dallas Mavericks",2.9,0.506,12.3,24.3,0.226,0.495,13.6,73.7,0.206,2010,"Dirk Nowitzki*, Jason Kidd*, Jason Terry",11.4,"Dirk Nowitzki*",4.7,1.9
"139","Dallas Mavericks",4.7,0.525,13.6,24.1,0.222,0.488,13,74.8,0.206,2011,"Dirk Nowitzki*, Jason Kidd*, Jason Terry",9.7,"Dirk Nowitzki*",4.5,2.3
"140","Dallas Mavericks",1,0.489,13.4,23.4,0.19,0.479,13.9,74.8,0.203,2012,"Dirk Nowitzki*, Jason Terry, Shawn Marion",7.1,"Dirk Nowitzki*",3,-0.3
"141","Dallas Mavericks",-0.6,0.506,13,21.8,0.192,0.492,13.3,73.1,0.227,2013,"Vince Carter, Dirk Nowitzki*, Shawn Marion",6.9,"Vince Carter",2.6,-0.2
"142","Dallas Mavericks",2.5,0.526,12.7,24.6,0.201,0.515,14.8,72.7,0.229,2014,"Dirk Nowitzki*, José Calderón, Vince Carter",8.7,"Dirk Nowitzki*",4.7,1.3
"143","Dallas Mavericks",3.1,0.515,11.9,23.6,0.197,0.503,14.7,72.2,0.204,2015,"Tyson Chandler, Dirk Nowitzki*, Chandler Parsons",7.1,"Tyson Chandler",2.7,1.9
"144","Dallas Mavericks",-0.3,0.502,12,20.6,0.211,0.504,12.8,76.2,0.198,2016,"Dirk Nowitzki*, Chandler Parsons, Deron Williams",7.2,"Dirk Nowitzki*",2.7,1.2
"145","Dallas Mavericks",-3.2,0.505,11.6,18.1,0.18,0.529,14.4,77.6,0.218,2017,"Seth Curry, Dirk Nowitzki*, Dwight Powell",3.7,"Seth Curry",1.7,-0.5
"146","Dallas Mavericks",-3.2,0.513,11.6,18,0.166,0.532,12.9,78.9,0.193,2018,"Dirk Nowitzki*, Dwight Powell, J.J. Barea",4.9,"Dirk Nowitzki*",2.1,-2.6
"147","Dallas Mavericks",-1.3,0.519,12.7,22.7,0.216,0.522,11.6,77.5,0.191,2019,"Luka Dončić, Dwight Powell, DeAndre Jordan",6.9,"Luka Dončić",3.4,-0.6
"148","Dallas Mavericks",5,0.545,11.2,23.2,0.206,0.525,10.6,77.7,0.175,2020,"Luka Dončić, Kristaps Porziņģis, Delon Wright",8.7,"Luka Dončić",5.4,-0.4
"149","Dallas Mavericks",2.4,0.55,11.1,21.1,0.189,0.534,11.5,77.8,0.197,2021,"Luka Dončić, Kristaps Porziņģis, Tim Hardaway Jr.",8.9,"Luka Dončić",5.1,-0.5
"150","Dallas Mavericks",3.4,0.538,11.7,21.3,0.192,0.521,12.2,78,0.185,2022,"Luka Dončić, Jalen Brunson, Dorian Finney-Smith",9.7,"Luka Dončić",5.9,-0.3
"151","Dallas Mavericks",0.1,0.565,11.4,18,0.225,0.549,11.9,75.5,0.226,2023,"Luka Dončić, Christian Wood, Kyrie Irving",10.8,"Luka Dončić",6.6,0.1
"152","Dallas Mavericks",1.7,0.563,11,22.5,0.194,0.552,12,74.6,0.19,2024,"Luka Dončić, Kyrie Irving, Daniel Gafford",10.8,"Luka Dončić",7,2.3
"153","Denver Nuggets",-9.1,0.428,17.1,31.3,0.198,0.477,16.5,73.3,0.29,2003,"Juwan Howard, Nenê, Ryan Bowen",4.7,"Juwan Howard",2.1,-2.2
"154","Denver Nuggets",1.2,0.467,14.2,30.5,0.245,0.481,15.6,69.3,0.221,2004,"Andre Miller, Marcus Camby, Carmelo Anthony",7.4,"Andre Miller",3.3,1
"155","Denver Nuggets",2.1,0.483,13.8,28.4,0.267,0.482,15.1,71.7,0.247,2005,"Marcus Camby, Andre Miller, Kenyon Martin",6.4,"Marcus Camby",2.6,0.8
"156","Denver Nuggets",0.3,0.488,13.7,26.8,0.258,0.493,14.7,72,0.227,2006,"Carmelo Anthony, Marcus Camby, Andre Miller",7.8,"Carmelo Anthony",3.5,-0.2
"157","Denver Nuggets",1.7,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203,2007,"Marcus Camby, Carmelo Anthony, Allen Iverson*",8.2,"Marcus Camby",4,-0.3
"158","Denver Nuggets",3.7,0.51,12.9,25.5,0.269,0.499,14.1,72.1,0.203,2008,"Allen Iverson*, Marcus Camby, Carmelo Anthony",10.3,"Allen Iverson*",4,0.2
"159","Denver Nuggets",3.6,0.512,14.2,27.5,0.29,0.485,14.1,71.7,0.259,2009,"Chauncey Billups, Nenê, J.R. Smith",8.7,"Chauncey Billups",3.7,0.4
"160","Denver Nuggets",4.3,0.509,12.7,26.1,0.29,0.495,13.8,72.4,0.251,2010,"Chauncey Billups, Nenê, Carmelo Anthony",10.1,"Chauncey Billups",3.6,0.4
"161","Denver Nuggets",5,0.526,13.1,23.9,0.281,0.5,12.7,75.4,0.224,2011,"Nenê, Ty Lawson, Chauncey Billups",7.5,"Nenê",3.2,0.1
"162","Denver Nuggets",3,0.516,14.1,27.7,0.239,0.508,14.3,74.3,0.185,2012,"Ty Lawson, Danilo Gallinari, Kenneth Faried",6.3,"Ty Lawson",2.8,0
"163","Denver Nuggets",5.3,0.515,13.6,31.4,0.216,0.493,14.3,71.8,0.193,2013,"Andre Iguodala, Danilo Gallinari, Ty Lawson",8.6,"Andre Iguodala",3.3,1.3
"164","Denver Nuggets",-2.2,0.497,14,27.5,0.222,0.5,12.8,74.5,0.233,2014,"Ty Lawson, Kenneth Faried, Randy Foye",5.7,"Ty Lawson",2.5,-0.4
"165","Denver Nuggets",-3.7,0.479,12.7,26.6,0.204,0.504,13,74.7,0.239,2015,"Ty Lawson, Danilo Gallinari, Kenneth Faried",5.4,"Ty Lawson",2.8,-0.9
"166","Denver Nuggets",-3.3,0.489,13.2,25.8,0.216,0.515,12.6,77.3,0.216,2016,"Nikola Jokić, Danilo Gallinari, Will Barton",6.5,"Nikola Jokić",2.6,-0.4
"167","Denver Nuggets",0.5,0.53,13.2,27.3,0.214,0.532,10.9,78.7,0.194,2017,"Nikola Jokić, Danilo Gallinari, Gary Harris",7.9,"Nikola Jokić",4.8,-0.5
"168","Denver Nuggets",1.5,0.536,13.4,25.7,0.198,0.539,12.6,77.5,0.173,2018,"Nikola Jokić, Will Barton, Gary Harris",9.3,"Nikola Jokić",5.5,0
"169","Denver Nuggets",4.1,0.527,11.9,26.6,0.175,0.521,12.3,78,0.194,2019,"Nikola Jokić, Paul Millsap, Mason Plumlee",10.6,"Nikola Jokić",7,1.2
"170","Denver Nuggets",2.1,0.535,12.3,24.8,0.183,0.533,12.9,76.8,0.198,2020,"Nikola Jokić, Will Barton, Jamal Murray",8.5,"Nikola Jokić",5.5,1.2
"171","Denver Nuggets",5,0.557,12.1,24.7,0.176,0.545,12.9,78.9,0.2,2021,"Nikola Jokić, Michael Porter Jr., Jamal Murray",13,"Nikola Jokić",8.8,0.9
"172","Denver Nuggets",2.4,0.556,13.2,21.9,0.194,0.537,11.7,78.3,0.188,2022,"Nikola Jokić, Monte Morris, Aaron Gordon",12.7,"Nikola Jokić",9.8,0.2
"173","Denver Nuggets",3.4,0.573,13.1,24.8,0.194,0.543,12.2,76.4,0.201,2023,"Nikola Jokić, Aaron Gordon, Jamal Murray",12.7,"Nikola Jokić",8.8,0.9
"174","Denver Nuggets",5,0.561,11.5,25.8,0.174,0.528,11.2,75.3,0.196,2024,"Nikola Jokić, Jamal Murray, Aaron Gordon",13.1,"Nikola Jokić",9.2,2.4
"175","Detroit Pistons",4.2,0.473,13.3,25.9,0.248,0.461,13.9,74,0.225,2003,"Ben Wallace*, Chauncey Billups, Jon Barry",10.4,"Ben Wallace*",4.3,0.6
"176","Detroit Pistons",6.6,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,2004,"Ben Wallace*, Chauncey Billups, Tayshaun Prince",10.8,"Ben Wallace*",4.3,1
"177","Detroit Pistons",4.4,0.472,13.3,31.2,0.247,0.461,13.5,73,0.207,2005,"Chauncey Billups, Ben Wallace*, Tayshaun Prince",10.8,"Chauncey Billups",4.5,1
"178","Detroit Pistons",7.7,0.497,11.2,28.9,0.216,0.477,13.7,71.2,0.191,2006,"Chauncey Billups, Ben Wallace*, Rasheed Wallace",14.1,"Chauncey Billups",6.1,1.5
"179","Detroit Pistons",4.7,0.488,12,28.3,0.237,0.477,14.3,70.9,0.234,2007,"Chauncey Billups, Tayshaun Prince, Rasheed Wallace",9.7,"Chauncey Billups",4.3,1.6
"180","Detroit Pistons",8.5,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,2008,"Chauncey Billups, Rasheed Wallace, Richard Hamilton",12.4,"Chauncey Billups",6.2,0.8
"181","Detroit Pistons",-0.6,0.483,11.7,27.9,0.212,0.485,11.7,74,0.248,2009,"Tayshaun Prince, Rasheed Wallace, Antonio McDyess",7,"Tayshaun Prince",2.5,-0.3
"182","Detroit Pistons",-5.8,0.474,12.8,30.3,0.22,0.526,14.2,73.4,0.264,2010,"Ben Wallace*, Tayshaun Prince, Rodney Stuckey",4.1,"Ben Wallace*",1.9,-0.6
"183","Detroit Pistons",-4,0.495,12.5,27.4,0.206,0.526,13.8,72.1,0.235,2011,"Greg Monroe, Rodney Stuckey, Tracy McGrady*",3.7,"Greg Monroe",1.4,-0.3
"184","Detroit Pistons",-5.3,0.468,15,28.1,0.21,0.5,14.2,72.8,0.226,2012,"Greg Monroe, Rodney Stuckey, Ben Wallace*",4.4,"Greg Monroe",2.6,-0.8
"185","Detroit Pistons",-4.3,0.487,14.3,28.3,0.197,0.505,13.1,73,0.209,2013,"Greg Monroe, Andre Drummond, José Calderón",5,"Greg Monroe",2.6,-0.9
"186","Detroit Pistons",-3.8,0.482,12.9,31.4,0.199,0.52,13.8,73.4,0.218,2014,"Andre Drummond, Brandon Jennings, Greg Monroe",5.1,"Andre Drummond",2.3,-0.8
"187","Detroit Pistons",-1.1,0.482,12.3,27.7,0.184,0.502,13.2,75,0.192,2015,"Greg Monroe, Brandon Jennings, Andre Drummond",4.9,"Greg Monroe",2.1,-1
"188","Detroit Pistons",0.6,0.491,12.2,27,0.197,0.504,12.5,79.3,0.196,2016,"Reggie Jackson, Andre Drummond, Marcus Morris",6.1,"Reggie Jackson",2.8,1.3
"189","Detroit Pistons",-1.1,0.492,10.9,24.1,0.157,0.516,12.1,81.2,0.197,2017,"Tobias Harris, Andre Drummond, Ish Smith",6.3,"Tobias Harris",2.3,-1
"190","Detroit Pistons",-0.1,0.512,12.3,22.7,0.169,0.524,13.7,78.5,0.172,2018,"Andre Drummond, Tobias Harris, Anthony Tolliver",6.2,"Andre Drummond",3.4,-0.7
"191","Detroit Pistons",-0.2,0.509,12.3,24.8,0.195,0.526,12.8,78.7,0.211,2019,"Blake Griffin, Andre Drummond, Reggie Jackson",8.8,"Blake Griffin",4.7,-0.1
"192","Detroit Pistons",-3.7,0.529,13.8,22.6,0.194,0.541,12.7,75.9,0.186,2020,"Christian Wood, Derrick Rose, Andre Drummond",4.4,"Christian Wood",1.7,-2.4
"193","Detroit Pistons",-4.5,0.519,13.5,21.9,0.207,0.541,12.6,76.9,0.195,2021,"Mason Plumlee, Jerami Grant, Delon Wright",4.2,"Mason Plumlee",1.6,-1.6
"194","Detroit Pistons",-7.8,0.494,12.6,23.4,0.194,0.541,13.1,75.6,0.226,2022,"Saddiq Bey, Jerami Grant, Kelly Olynyk",3.1,"Saddiq Bey",1.2,-1.5
"195","Detroit Pistons",-8.2,0.52,13.3,24.9,0.227,0.557,11.9,74,0.231,2023,"Bojan Bogdanović, Alec Burks, Jalen Duren",3.3,"Bojan Bogdanović",1.4,-2.1
"196","Detroit Pistons",-9.1,0.529,13.6,24.6,0.196,0.559,10.7,77.8,0.23,2024,"Cade Cunningham, Jalen Duren, Alec Burks",2.1,"Cade Cunningham",0.9,-3.1
"197","Golden State Warriors",-1.2,0.472,13.9,35,0.267,0.482,12.2,67.9,0.22,2003,"Gilbert Arenas, Antawn Jamison, Adonal Foyle",5.9,"Gilbert Arenas",2.4,-0.2
"198","Golden State Warriors",-0.8,0.475,14.1,28.4,0.226,0.476,13.3,72.1,0.211,2004,"Brian Cardinal, Mike Dunleavy, Jason Richardson",6.1,"Brian Cardinal",2.2,-1.4
"199","Golden State Warriors",-2.2,0.475,12.3,27.8,0.201,0.491,13.9,69.7,0.227,2005,"Jason Richardson, Mike Dunleavy, Baron Davis",5.7,"Jason Richardson",3,0.8
"200","Golden State Warriors",-1.4,0.479,13,26.9,0.232,0.492,14.1,71.6,0.243,2006,"Jason Richardson, Baron Davis, Derek Fisher",7.6,"Jason Richardson",3.7,-1.2
"201","Golden State Warriors",-0.4,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264,2007,"Baron Davis, Matt Barnes, Jason Richardson",5.7,"Baron Davis",3.2,-0.6
"202","Golden State Warriors",2.3,0.511,11.5,27.2,0.208,0.509,14.7,70.3,0.258,2008,"Baron Davis, Monta Ellis, Andris Biedriņš",8.9,"Baron Davis",4.5,1
"203","Golden State Warriors",-3.8,0.497,12.9,26.1,0.268,0.508,12.9,68.1,0.251,2009,"Andris Biedriņš, Ronny Turiaf, Stephen Jackson",3.9,"Andris Biedriņš",1.5,-1.1
"204","Golden State Warriors",-3.6,0.514,13.1,20.9,0.23,0.525,15.1,68.5,0.26,2010,"Stephen Curry, Corey Maggette, Anthony Morrow",4,"Stephen Curry",2,-2.3
"205","Golden State Warriors",-2.5,0.51,13.3,26.7,0.183,0.509,14.5,69.3,0.259,2011,"Stephen Curry, Monta Ellis, Dorell Wright",7.2,"Stephen Curry",2.7,-0.4
"206","Golden State Warriors",-3.7,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,2012,"Brandon Rush, Stephen Curry, Dorell Wright",4,"Brandon Rush",1.6,-2
"207","Golden State Warriors",0.9,0.506,14,25.4,0.201,0.486,12.4,75.5,0.211,2013,"Stephen Curry, David Lee, Jarrett Jack",9.8,"Stephen Curry",5.6,0.9
"208","Golden State Warriors",4.9,0.517,13.8,25.1,0.186,0.477,13.6,76.3,0.224,2014,"Stephen Curry, Andrew Bogut, Andre Iguodala",11.1,"Stephen Curry",6.7,0.3
"209","Golden State Warriors",10.2,0.54,13.1,24.1,0.184,0.47,14.3,74.5,0.217,2015,"Stephen Curry, Klay Thompson, Draymond Green",15.4,"Stephen Curry",7.9,2
"210","Golden State Warriors",10.7,0.563,13.5,23.5,0.191,0.479,12.6,76,0.208,2016,"Stephen Curry, Draymond Green, Klay Thompson",17.3,"Stephen Curry",9.5,3.2
"211","Golden State Warriors",11.6,0.563,13.2,22.8,0.204,0.486,13.5,74.9,0.198,2017,"Stephen Curry, Kevin Durant, Draymond Green",15.9,"Stephen Curry",5.9,1.2
"212","Golden State Warriors",6,0.569,14.1,21,0.195,0.504,12.6,76.3,0.186,2018,"Kevin Durant, Stephen Curry, Draymond Green",12.3,"Kevin Durant",5.5,1.1
"213","Golden State Warriors",6.4,0.565,12.6,22.5,0.182,0.508,11.7,77.1,0.205,2019,"Stephen Curry, Kevin Durant, Draymond Green",12,"Stephen Curry",5.1,0.4
"214","Golden State Warriors",-8.6,0.497,13.2,21.5,0.212,0.553,13.7,76.4,0.193,2020,"D'Angelo Russell, Marquese Chriss, Alec Burks",2.7,"D'Angelo Russell",1.2,-2
"215","Golden State Warriors",1,0.551,13.3,17.9,0.188,0.522,13.1,76.6,0.223,2021,"Stephen Curry, Draymond Green, Andrew Wiggins",8.7,"Stephen Curry",5.8,-0.7
"216","Golden State Warriors",5.6,0.552,13.5,22.8,0.181,0.509,13,78.7,0.201,2022,"Stephen Curry, Draymond Green, Otto Porter Jr.",9.8,"Stephen Curry",4.4,0.2
"217","Golden State Warriors",1.7,0.571,14.1,24.4,0.178,0.54,12.3,76,0.214,2023,"Stephen Curry, Kevon Looney, Draymond Green",8.3,"Stephen Curry",4.7,-0.2
"218","Golden State Warriors",1.5,0.553,12.3,27.7,0.175,0.543,11.4,76,0.201,2024,"Stephen Curry, Draymond Green, Chris Paul",6,"Stephen Curry",3.6,-0.4
"219","Houston Rockets",1.7,0.474,14.8,30.3,0.243,0.462,12.6,72.4,0.209,2003,"Steve Francis, Yao Ming*, Cuttino Mobley",9,"Steve Francis",4.8,1.3
"220","Houston Rockets",1.9,0.484,16.4,26.5,0.221,0.447,13.1,74.5,0.233,2004,"Yao Ming*, Cuttino Mobley, Steve Francis",8.7,"Yao Ming*",3.2,-0.2
"221","Houston Rockets",4.5,0.486,13.5,26.3,0.242,0.459,12.9,74.5,0.245,2005,"Tracy McGrady*, Yao Ming*, Bob Sura",11.4,"Tracy McGrady*",6.9,-0.5
"222","Houston Rockets",-1.7,0.471,14.3,25.5,0.24,0.472,13.1,74.6,0.247,2006,"Tracy McGrady*, Yao Ming*, Luther Head",7.6,"Tracy McGrady*",3.3,-0.5
"223","Houston Rockets",5.3,0.499,13.6,25.7,0.22,0.466,13.6,77,0.23,2007,"Tracy McGrady*, Shane Battier, Yao Ming*",11.2,"Tracy McGrady*",5.2,0.1
"224","Houston Rockets",5.2,0.492,13,29.1,0.2,0.465,12.8,74.8,0.214,2008,"Tracy McGrady*, Shane Battier, Yao Ming*",8.8,"Tracy McGrady*",3.1,-0.3
"225","Houston Rockets",4.4,0.501,13.6,26.4,0.235,0.479,11.9,75.3,0.192,2009,"Yao Ming*, Metta World Peace, Shane Battier",7.7,"Yao Ming*",3.3,-0.3
"226","Houston Rockets",-0.4,0.494,13.2,26.9,0.225,0.511,13.6,73.8,0.215,2010,"Shane Battier, Aaron Brooks, Trevor Ariza",5.5,"Shane Battier",1.9,0.2
"227","Houston Rockets",2.3,0.503,12.3,27.4,0.239,0.5,12.6,72.7,0.219,2011,"Kevin Martin, Kyle Lowry, Chuck Hayes",8.2,"Kevin Martin",3.5,-1.2
"228","Houston Rockets",0.3,0.492,13.5,27.5,0.184,0.49,13.8,73.4,0.21,2012,"Kyle Lowry, Goran Dragić, Chandler Parsons",5.3,"Kyle Lowry",2.3,0.5
"229","Houston Rockets",3.6,0.525,14.9,26.4,0.232,0.502,13.5,75.2,0.196,2013,"James Harden, Chandler Parsons, Jeremy Lin",11.6,"James Harden",5.8,0.2
"230","Houston Rockets",4.7,0.531,14.6,27.4,0.275,0.489,12.5,74.1,0.193,2014,"James Harden, Chandler Parsons, Dwight Howard",10.2,"James Harden",5.3,1.5
"231","Houston Rockets",3.6,0.512,15,26.8,0.223,0.486,14.6,72.9,0.208,2015,"James Harden, Trevor Ariza, Jason Terry",11.3,"James Harden",8.1,-0.2
"232","Houston Rockets",0.2,0.516,14.2,25.7,0.244,0.516,14.7,72.8,0.219,2016,"James Harden, Trevor Ariza, Dwight Howard",9.7,"James Harden",6.8,0.8
"233","Houston Rockets",5.7,0.545,13.3,24.6,0.233,0.519,13.2,75.8,0.194,2017,"James Harden, Trevor Ariza, Patrick Beverley",11.7,"James Harden",8,-0.7
"234","Houston Rockets",8.6,0.551,12.7,21.3,0.233,0.521,13.4,79.9,0.171,2018,"James Harden, Chris Paul, Clint Capela",14.7,"James Harden",7.7,2
"235","Houston Rockets",4.8,0.542,12,22.8,0.221,0.525,13.4,74.4,0.21,2019,"James Harden, Clint Capela, Chris Paul",14.9,"James Harden",9.3,0.2
"236","Houston Rockets",2.8,0.537,12.6,21,0.228,0.529,13.7,75.6,0.197,2020,"James Harden, Russell Westbrook, Clint Capela",10.2,"James Harden",7.3,1.8
"237","Houston Rockets",-7.8,0.521,13,19.8,0.187,0.555,12.9,77.1,0.201,2021,"Kelly Olynyk, Christian Wood, James Harden",2.8,"Kelly Olynyk",1.2,-1.7
"238","Houston Rockets",-8.3,0.534,14.5,21.7,0.202,0.554,12.3,74.4,0.206,2022,"Christian Wood, KJ Martin, Alperen Sengun",2.7,"Christian Wood",1.9,-0.8
"239","Houston Rockets",-7.9,0.516,14,30.2,0.215,0.564,11.8,75.8,0.218,2023,"Alperen Sengun, Kevin Porter Jr., KJ Martin",3.9,"Alperen Sengun",1.9,-0.9
"240","Houston Rockets",1.8,0.53,11.3,25.1,0.201,0.529,12,76.5,0.218,2024,"Alperen Sengun, Fred VanVleet, Amen Thompson",8.7,"Alperen Sengun",3.5,-1.2
"241","Indiana Pacers",3.8,0.469,13.7,29,0.263,0.458,14.3,72.3,0.228,2003,"Jermaine O'Neal, Metta World Peace, Brad Miller",9.5,"Jermaine O'Neal",3.5,-0.9
"242","Indiana Pacers",6.6,0.471,14.1,28.5,0.243,0.459,15.7,73.9,0.218,2004,"Metta World Peace, Reggie Miller*, Jermaine O'Neal",10,"Metta World Peace",3.8,2.4
"243","Indiana Pacers",0.9,0.476,14.1,26.4,0.283,0.472,13.6,71.3,0.261,2005,"Reggie Miller*, Jamaal Tinsley, Jermaine O'Neal",5.2,"Reggie Miller*",2,1.1
"244","Indiana Pacers",2.1,0.487,14.8,27.1,0.254,0.464,13,72.6,0.232,2006,"Jermaine O'Neal, Peja Stojaković, Stephen Jackson",6.7,"Jermaine O'Neal",2,-0.4
"245","Indiana Pacers",-2.6,0.474,15.1,28.4,0.246,0.491,14.8,72.7,0.271,2007,"Jermaine O'Neal, Jamaal Tinsley, Danny Granger",4.8,"Jermaine O'Neal",1.7,-0.3
"246","Indiana Pacers",-1.5,0.498,13.5,24.4,0.224,0.498,14.1,73.9,0.271,2008,"Mike Dunleavy, Danny Granger, Troy Murphy",7,"Mike Dunleavy",2.8,-1
"247","Indiana Pacers",-1.1,0.501,13.1,25.4,0.215,0.499,12.7,74.5,0.271,2009,"Danny Granger, Troy Murphy, T.J. Ford",8.8,"Danny Granger",4.2,-0.8
"248","Indiana Pacers",-3.1,0.491,13.8,21.6,0.229,0.49,13.4,73,0.258,2010,"Danny Granger, Troy Murphy, Roy Hibbert",6.4,"Danny Granger",2.9,-1.5
"249","Indiana Pacers",-1.2,0.486,14.1,25.9,0.235,0.487,12.8,74.1,0.237,2011,"Danny Granger, Josh McRoberts, Mike Dunleavy",6.1,"Danny Granger",2.9,-0.8
"250","Indiana Pacers",3.6,0.474,13.1,29.2,0.251,0.476,14.1,72.3,0.222,2012,"Paul George, Danny Granger, David West",7,"Paul George",2.7,2.4
"251","Indiana Pacers",4.5,0.479,14.3,30.3,0.219,0.453,12.9,74.6,0.197,2013,"Paul George, David West, George Hill",11.6,"Paul George",4.4,0.9
"252","Indiana Pacers",4.8,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,2014,"Paul George, David West, Lance Stephenson",10.2,"Paul George",5,1.4
"253","Indiana Pacers",0.3,0.484,13.1,24,0.201,0.478,12,77.9,0.217,2015,"George Hill, David West, C.J. Miles",5.3,"George Hill",2.3,0.1
"254","Indiana Pacers",1.7,0.497,13.5,23.4,0.205,0.489,14.3,76,0.205,2016,"Paul George, George Hill, Monta Ellis",8.1,"Paul George",4.9,0
"255","Indiana Pacers",-0.2,0.516,12.8,21.2,0.212,0.512,13.6,75.5,0.225,2017,"Paul George, Jeff Teague, Myles Turner",8.2,"Paul George",3.4,-0.5
"256","Indiana Pacers",1.4,0.525,12.3,22.7,0.173,0.527,14.2,76.2,0.174,2018,"Victor Oladipo, Darren Collison, Thaddeus Young",8.8,"Victor Oladipo",5,1.5
"257","Indiana Pacers",3.4,0.53,12.4,21.9,0.182,0.516,14.1,76.2,0.184,2019,"Domantas Sabonis, Myles Turner, Thaddeus Young",7,"Domantas Sabonis",2.4,0.8
"258","Indiana Pacers",2,0.534,12,20,0.17,0.511,13,76.7,0.192,2020,"Domantas Sabonis, T.J. Warren, Malcolm Brogdon",6.2,"Domantas Sabonis",2.9,1.2
"259","Indiana Pacers",0,0.542,11.9,20.2,0.18,0.531,12.7,74.9,0.201,2021,"Domantas Sabonis, Malcolm Brogdon, T.J. McConnell",6.8,"Domantas Sabonis",3.3,-0.4
"260","Indiana Pacers",-3.5,0.531,12.7,25.5,0.184,0.552,11.9,76.2,0.204,2022,"Domantas Sabonis, Malcolm Brogdon, Myles Turner",6.2,"Domantas Sabonis",2.7,-2.4
"261","Indiana Pacers",-3.1,0.545,13,23.4,0.209,0.554,13,72.2,0.229,2023,"Tyrese Haliburton, Buddy Hield, Myles Turner",8.7,"Tyrese Haliburton",4.4,-0.5
"262","Indiana Pacers",2.3,0.578,11.4,23.5,0.175,0.559,12.2,74.2,0.228,2024,"Tyrese Haliburton, T.J. McConnell, Pascal Siakam",7,"Tyrese Haliburton",4.4,-0.1
"263","Los Angeles Clippers",-4.5,0.467,14.8,29.1,0.252,0.481,13.1,70.2,0.222,2003,"Elton Brand, Corey Maggette, Eric Piatkowski",5.4,"Elton Brand",3.1,-2.1
"264","Los Angeles Clippers",-5,0.453,15,32.8,0.275,0.494,12.9,70,0.231,2004,"Elton Brand, Corey Maggette, Quentin Richardson",7.4,"Elton Brand",4,-1.2
