"","Team","net_rating","off_eFG","off_tov_rate","off_reb_rate","off_ft_fga_ratio","def_eFG","def_tov_rate","def_reb_rate","def_ft_fga_ratio","season","top_3_players","top_3_vorp","best_player","best_vorp","clutch_plus_minus"
"265","Los Angeles Clippers",-0.9,0.477,14.9,30.3,0.278,0.48,13,71.3,0.235,2005,"Elton Brand, Corey Maggette, Bobby Simmons",8.8,"Elton Brand",4.2,-0.4
"266","Los Angeles Clippers",1.7,0.487,13.8,25.4,0.263,0.471,12.2,75.9,0.24,2006,"Elton Brand, Sam Cassell, Cuttino Mobley",10.5,"Elton Brand",6.8,1.4
"267","Los Angeles Clippers",-0.5,0.481,14.5,27.2,0.28,0.488,13.3,74.7,0.249,2007,"Elton Brand, Corey Maggette, Tim Thomas",7.7,"Elton Brand",4.8,-0.1
"268","Los Angeles Clippers",-7.9,0.465,13.7,23.1,0.264,0.503,12.8,73.1,0.236,2008,"Corey Maggette, Chris Kaman, Sam Cassell",4,"Corey Maggette",2.4,-1.4
"269","Los Angeles Clippers",-9.4,0.481,14,25.1,0.202,0.512,12.4,71.2,0.227,2009,"Marcus Camby, Eric Gordon, Zach Randolph",4.4,"Marcus Camby",2,-1.8
"270","Los Angeles Clippers",-6.8,0.491,14.8,27.1,0.206,0.509,12.2,74,0.214,2010,"Marcus Camby, Baron Davis, Eric Gordon",5,"Marcus Camby",2.2,1.1
"271","Los Angeles Clippers",-3.4,0.496,15.1,28.4,0.234,0.499,12.8,73.2,0.25,2011,"Blake Griffin, Eric Gordon, Baron Davis",6.8,"Blake Griffin",3.6,0
"272","Los Angeles Clippers",2.8,0.502,12.7,29.5,0.195,0.492,14.2,73.2,0.245,2012,"Chris Paul, Blake Griffin, DeAndre Jordan",11.3,"Chris Paul",6.1,-0.1
"273","Los Angeles Clippers",7,0.526,13.9,28.8,0.203,0.492,15.4,73.5,0.229,2013,"Chris Paul, Blake Griffin, Eric Bledsoe",12.6,"Chris Paul",6.4,0.1
"274","Los Angeles Clippers",7.3,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222,2014,"Chris Paul, Blake Griffin, DeAndre Jordan",13.8,"Chris Paul",5.8,1.3
"275","Los Angeles Clippers",6.9,0.533,11.6,22.8,0.215,0.493,13.2,75.7,0.231,2015,"Chris Paul, Blake Griffin, DeAndre Jordan",14.3,"Chris Paul",7.2,0.7
"276","Los Angeles Clippers",4.5,0.524,12.1,20.1,0.22,0.48,13.8,73.8,0.222,2016,"Chris Paul, DeAndre Jordan, JJ Redick",11.4,"Chris Paul",6,0.5
"277","Los Angeles Clippers",4.5,0.537,12,21.5,0.233,0.506,12.1,76.9,0.211,2017,"Chris Paul, Blake Griffin, DeAndre Jordan",12.2,"Chris Paul",5.2,0.7
"278","Los Angeles Clippers",0.1,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,2018,"Lou Williams, DeAndre Jordan, Montrezl Harrell",6.6,"Lou Williams",2.8,-0.9
"279","Los Angeles Clippers",0.9,0.529,12.7,22,0.258,0.514,11.4,76,0.224,2019,"Danilo Gallinari, Montrezl Harrell, Lou Williams",10.4,"Danilo Gallinari",3.3,1.6
"280","Los Angeles Clippers",6.3,0.535,12.6,23.5,0.233,0.506,12.2,77.6,0.206,2020,"Kawhi Leonard, Paul George, Montrezl Harrell",9.8,"Kawhi Leonard",5.1,0.7
"281","Los Angeles Clippers",6.4,0.564,12.2,22.7,0.186,0.531,11.9,79.1,0.186,2021,"Kawhi Leonard, Paul George, Nicolas Batum",9,"Kawhi Leonard",4.2,-0.6
"282","Los Angeles Clippers",0,0.531,12.5,20.6,0.178,0.514,12,74.4,0.167,2022,"Isaiah Hartenstein, Nicolas Batum, Paul George",5.2,"Isaiah Hartenstein",2,0.9
"283","Los Angeles Clippers",0.5,0.551,12.8,22.9,0.217,0.543,11.7,76.6,0.195,2023,"Kawhi Leonard, Paul George, Nicolas Batum",6.8,"Kawhi Leonard",3.5,0.5
"284","Los Angeles Clippers",3.6,0.567,12,24.4,0.213,0.545,11.7,74.6,0.183,2024,"Kawhi Leonard, James Harden, Paul George",10.5,"Kawhi Leonard",4.2,1
"285","Los Angeles Lakers",2.5,0.486,13.3,30.2,0.228,0.477,13.4,72.7,0.241,2003,"Kobe Bryant*, Shaquille O'Neal*, Robert Horry",14.8,"Kobe Bryant*",7.7,1.1
"286","Los Angeles Lakers",4.2,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222,2004,"Kobe Bryant*, Shaquille O'Neal*, Gary Payton*",11.7,"Kobe Bryant*",4.7,2.3
"287","Los Angeles Lakers",-3.3,0.485,13.4,29.5,0.251,0.493,11,71.1,0.218,2005,"Kobe Bryant*, Lamar Odom, Caron Butler",7.6,"Kobe Bryant*",4.7,-0.2
"288","Los Angeles Lakers",2.7,0.495,13.1,28.8,0.245,0.486,13.4,73.6,0.242,2006,"Kobe Bryant*, Lamar Odom, Smush Parker",13.4,"Kobe Bryant*",8,-0.3
"289","Los Angeles Lakers",0,0.511,14.3,26.1,0.249,0.5,13.5,72.3,0.262,2007,"Kobe Bryant*, Lamar Odom, Luke Walton",9,"Kobe Bryant*",6.1,-0.2
"290","Los Angeles Lakers",7.5,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,2008,"Kobe Bryant*, Lamar Odom, Pau Gasol*",11.2,"Kobe Bryant*",6.3,0.5
"291","Los Angeles Lakers",8.1,0.513,12.3,29.4,0.23,0.49,14.2,73,0.213,2009,"Kobe Bryant*, Pau Gasol*, Lamar Odom",13.3,"Kobe Bryant*",5.9,2.2
"292","Los Angeles Lakers",5.1,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,2010,"Kobe Bryant*, Pau Gasol*, Lamar Odom",11.5,"Kobe Bryant*",4.4,0.9
"293","Los Angeles Lakers",6.7,0.502,12.3,29.2,0.228,0.477,12.8,72.3,0.181,2011,"Pau Gasol*, Kobe Bryant*, Lamar Odom",13.9,"Pau Gasol*",5.2,1.1
"294","Los Angeles Lakers",1.6,0.491,14.2,29.1,0.226,0.476,10.7,74.8,0.158,2012,"Pau Gasol*, Kobe Bryant*, Andrew Bynum",8.8,"Pau Gasol*",3.3,2.1
"295","Los Angeles Lakers",1.2,0.512,13.9,27,0.239,0.496,11.9,74.3,0.163,2013,"Kobe Bryant*, Dwight Howard, Pau Gasol*",8.5,"Kobe Bryant*",5,0.6
"296","Los Angeles Lakers",-6.4,0.505,13.7,20.2,0.199,0.513,12.4,71,0.192,2014,"Pau Gasol*, Jodie Meeks, Nick Young",3.4,"Pau Gasol*",1.5,-0.3
"297","Los Angeles Lakers",-7.2,0.473,12.1,25.4,0.204,0.518,12.1,76.3,0.231,2015,"Ed Davis, Jordan Clarkson, Jeremy Lin",3.2,"Ed Davis",1.6,-1.2
"298","Los Angeles Lakers",-10,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,2016,"Lou Williams, Brandon Bass, Larry Nance Jr.",3.1,"Lou Williams",1.6,-0.7
"299","Los Angeles Lakers",-7,0.501,13.5,25,0.195,0.542,13,75.8,0.213,2017,"Lou Williams, Larry Nance Jr., Nick Young",4.5,"Lou Williams",2.8,-1.5
"300","Los Angeles Lakers",-1.5,0.517,13.8,23.6,0.188,0.514,12.5,77.7,0.19,2018,"Kentavious Caldwell-Pope, Julius Randle, Brook Lopez",5.4,"Kentavious Caldwell-Pope",1.4,-0.6
"301","Los Angeles Lakers",-1.7,0.527,13.4,22.2,0.18,0.516,12.2,76.4,0.192,2019,"LeBron James, JaVale McGee, Kentavious Caldwell-Pope",7.1,"LeBron James",4.9,0.2
"302","Los Angeles Lakers",5.7,0.542,13.3,24.5,0.201,0.515,14.1,78.8,0.205,2020,"LeBron James, Anthony Davis, Danny Green",12.6,"LeBron James",6.1,1
"303","Los Angeles Lakers",2.8,0.536,13.6,22.5,0.2,0.526,13.7,79.7,0.184,2021,"LeBron James, Anthony Davis, Montrezl Harrell",7.8,"LeBron James",3.8,1.6
"304","Los Angeles Lakers",-3,0.537,12.8,21.1,0.19,0.54,12.2,75.8,0.192,2022,"LeBron James, Anthony Davis, Malik Monk",7.9,"LeBron James",5.1,-0.4
"305","Los Angeles Lakers",0.6,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,2023,"Anthony Davis, LeBron James, Austin Reaves",9.2,"Anthony Davis",4,0.6
"306","Los Angeles Lakers",0.1,0.566,12.2,19.6,0.214,0.549,11.4,75.8,0.155,2024,"LeBron James, Anthony Davis, D'Angelo Russell",10.5,"LeBron James",4.5,0.9
"307","Memphis Grizzlies",-3.4,0.487,14.2,27,0.212,0.491,13.4,68.7,0.197,2003,"Pau Gasol*, Shane Battier, Jason Williams",7.2,"Pau Gasol*",2.8,-0.7
"308","Memphis Grizzlies",2.6,0.479,13.9,29.5,0.234,0.465,15.7,68.4,0.251,2004,"James Posey, Pau Gasol*, Jason Williams",11.1,"James Posey",3.5,0.9
"309","Memphis Grizzlies",2.6,0.489,14.3,27.1,0.243,0.466,15.4,69.9,0.27,2005,"Shane Battier, Mike Miller, Pau Gasol*",8.3,"Shane Battier",2.8,0.6
"310","Memphis Grizzlies",4.3,0.496,13.9,25.8,0.241,0.469,14.7,72,0.237,2006,"Pau Gasol*, Shane Battier, Mike Miller",12.2,"Pau Gasol*",6,1.3
"311","Memphis Grizzlies",-5.4,0.504,15.2,25.9,0.285,0.529,14,71.1,0.237,2007,"Pau Gasol*, Mike Miller, Chucky Atkins",6.5,"Pau Gasol*",3,-1.3
"312","Memphis Grizzlies",-6.4,0.5,14,23.8,0.225,0.521,12.2,73.4,0.196,2008,"Rudy Gay, Mike Miller, Pau Gasol*",5.6,"Rudy Gay",2.1,-0.4
"313","Memphis Grizzlies",-6,0.486,14.8,25.8,0.249,0.515,14.1,73.5,0.247,2009,"Marc Gasol, Mike Conley, Hakim Warrick",3.7,"Marc Gasol",1.2,-1.7
"314","Memphis Grizzlies",-1.6,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205,2010,"Marc Gasol, Zach Randolph, Rudy Gay",7.5,"Marc Gasol",3,-0.2
"315","Memphis Grizzlies",2.5,0.493,13,28.9,0.218,0.502,15.7,72.5,0.228,2011,"Zach Randolph, Marc Gasol, Rudy Gay",8.6,"Zach Randolph",3.2,-0.9
"316","Memphis Grizzlies",2.2,0.473,13.6,29.8,0.211,0.485,16.3,72.7,0.227,2012,"Marc Gasol, Mike Conley, Rudy Gay",7.9,"Marc Gasol",3.1,1
"317","Memphis Grizzlies",4.6,0.472,13.3,31,0.202,0.475,15.2,74.3,0.209,2013,"Marc Gasol, Mike Conley, Zach Randolph",11.2,"Marc Gasol",5.1,1.1
"318","Memphis Grizzlies",1.7,0.494,13.1,28.3,0.184,0.497,13.8,75.7,0.199,2014,"Mike Conley, Marc Gasol, James Johnson",7.7,"Mike Conley",3.6,2.2
"319","Memphis Grizzlies",3.5,0.489,12.6,24.7,0.214,0.492,14.5,75.3,0.183,2015,"Marc Gasol, Mike Conley, Zach Randolph",9.4,"Marc Gasol",4.8,1.5
"320","Memphis Grizzlies",-2.4,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,2016,"Mike Conley, Marc Gasol, Mario Chalmers",5.1,"Mike Conley",2.2,1.3
"321","Memphis Grizzlies",0.6,0.491,12.1,24.8,0.219,0.506,13.6,77.5,0.256,2017,"Mike Conley, Marc Gasol, Vince Carter",11,"Mike Conley",5.1,1
"322","Memphis Grizzlies",-6.5,0.5,14,22.4,0.201,0.529,13.8,76.5,0.256,2018,"Marc Gasol, Tyreke Evans, Chandler Parsons",5.8,"Marc Gasol",2.7,-1
"323","Memphis Grizzlies",-2.7,0.508,12.9,20,0.21,0.521,13.9,77.6,0.232,2019,"Mike Conley, Marc Gasol, Kyle Anderson",7.1,"Mike Conley",3.9,-1.2
"324","Memphis Grizzlies",-1.1,0.528,13.2,23,0.183,0.521,12.7,77.8,0.217,2020,"Jonas Valančiūnas, Brandon Clarke, Ja Morant",4.9,"Jonas Valančiūnas",2,-1.3
"325","Memphis Grizzlies",1,0.528,11.6,24.2,0.179,0.535,13.1,78.3,0.196,2021,"Kyle Anderson, Jonas Valančiūnas, Brandon Clarke",6,"Kyle Anderson",2.5,-0.5
"326","Memphis Grizzlies",5.6,0.522,11.2,30,0.18,0.523,13.3,77.8,0.195,2022,"Ja Morant, Desmond Bane, Brandon Clarke",10.6,"Ja Morant",3.9,1.4
"327","Memphis Grizzlies",3.9,0.54,11.7,26.5,0.19,0.526,13.1,75.9,0.206,2023,"Ja Morant, Desmond Bane, Jaren Jackson Jr.",8.5,"Ja Morant",3.8,0.3
"328","Memphis Grizzlies",-7,0.512,13.5,23,0.186,0.549,13.3,74.7,0.191,2024,"Desmond Bane, Jaren Jackson Jr., Santi Aldama",3.5,"Desmond Bane",1.7,-0.8
"329","Miami Heat",-5.7,0.439,13.8,26.8,0.198,0.47,14.1,73.9,0.257,2003,"Eddie Jones, Caron Butler, Brian Grant",6,"Eddie Jones",3.1,-1.2
"330","Miami Heat",0.5,0.463,13.5,27.4,0.227,0.463,14.5,73.4,0.26,2004,"Lamar Odom, Eddie Jones, Dwyane Wade*",11,"Lamar Odom",3.8,0.7
"331","Miami Heat",7.1,0.524,13.1,27,0.26,0.46,12.4,74.1,0.242,2005,"Dwyane Wade*, Shaquille O'Neal*, Damon Jones",12.7,"Dwyane Wade*",4.9,1.8
"332","Miami Heat",4.2,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,2006,"Dwyane Wade*, Shaquille O'Neal*, Jason Williams",10.7,"Dwyane Wade*",7.1,0
"333","Miami Heat",-1,0.506,14.3,24.9,0.222,0.485,13.8,73.3,0.232,2007,"Dwyane Wade*, James Posey, Jason Williams",9.6,"Dwyane Wade*",4.9,1
"334","Miami Heat",-9.5,0.482,14.4,22.1,0.218,0.51,13.6,71.9,0.245,2008,"Dwyane Wade*, Jason Williams, Dorell Wright",3.5,"Dwyane Wade*",2.3,-2.1
"335","Miami Heat",0.2,0.5,12.1,24.6,0.212,0.501,14.5,72.9,0.251,2009,"Dwyane Wade*, Mario Chalmers, Shawn Marion",11.5,"Dwyane Wade*",9.6,0
"336","Miami Heat",2.5,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246,2010,"Dwyane Wade*, Quentin Richardson, Dorell Wright",11.1,"Dwyane Wade*",7.9,-0.4
"337","Miami Heat",8.2,0.524,13.5,25.2,0.279,0.475,12.6,75.5,0.223,2011,"LeBron James, Dwyane Wade*, Chris Bosh*",16.2,"LeBron James",7.8,1.1
"338","Miami Heat",6.4,0.505,14.5,26.6,0.238,0.479,15.8,73.9,0.2,2012,"LeBron James, Dwyane Wade*, Chris Bosh*",13,"LeBron James",7.6,1
"339","Miami Heat",8.6,0.552,13.7,22.2,0.224,0.487,14.8,73,0.2,2013,"LeBron James, Dwyane Wade*, Chris Bosh*",15.8,"LeBron James",9.9,3.3
"340","Miami Heat",5.1,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,2014,"LeBron James, Dwyane Wade*, Chris Bosh*",11.9,"LeBron James",7.9,0.6
"341","Miami Heat",-2.8,0.5,14.5,23.2,0.227,0.505,14.2,73.4,0.213,2015,"Dwyane Wade*, Hassan Whiteside, Chris Bosh*",5.2,"Dwyane Wade*",2.1,1.2
"342","Miami Heat",1.7,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,2016,"Hassan Whiteside, Chris Bosh*, Dwyane Wade*",8.2,"Hassan Whiteside",3.3,1.4
"343","Miami Heat",1.1,0.512,12.4,24.2,0.177,0.496,12.6,76.4,0.22,2017,"Goran Dragić, James Johnson, Hassan Whiteside",7.6,"Goran Dragić",2.9,-0.7
"344","Miami Heat",0.5,0.52,13.3,21.5,0.173,0.507,13.1,79,0.215,2018,"Kelly Olynyk, Josh Richardson, James Johnson",5.4,"Kelly Olynyk",1.9,0.8
"345","Miami Heat",-0.3,0.515,13.1,24.8,0.172,0.51,12.7,77.6,0.201,2019,"Bam Adebayo, Hassan Whiteside, Josh Richardson",5.1,"Bam Adebayo",1.8,-0.4
"346","Miami Heat",3,0.547,13.5,20.3,0.234,0.523,12.6,79.5,0.213,2020,"Jimmy Butler, Bam Adebayo, Duncan Robinson",8.3,"Jimmy Butler",3.7,-1.1
"347","Miami Heat",0,0.546,13.1,19.4,0.199,0.542,13.8,77.9,0.183,2021,"Jimmy Butler, Bam Adebayo, Duncan Robinson",9.2,"Jimmy Butler",4.3,-0.3
"348","Miami Heat",4.6,0.547,13.4,23.5,0.204,0.524,13.8,78,0.209,2022,"Jimmy Butler, Bam Adebayo, Kyle Lowry",8.8,"Jimmy Butler",4,0.5
"349","Miami Heat",-0.3,0.53,12.4,22.8,0.224,0.561,14.5,77.7,0.198,2023,"Jimmy Butler, Bam Adebayo, Tyler Herro",9.7,"Jimmy Butler",5.8,1.3
"350","Miami Heat",0.8,0.534,11.7,21.9,0.212,0.547,12.7,78,0.177,2024,"Jimmy Butler, Bam Adebayo, Kevin Love",6.5,"Jimmy Butler",3,-1.1
"351","Milwaukee Bucks",0.2,0.5,12.2,25.6,0.222,0.494,13.5,69.9,0.237,2003,"Michael Redd, Sam Cassell, Toni Kukoč*",8.7,"Michael Redd",3.4,-0.1
"352","Milwaukee Bucks",1.1,0.477,12.7,27.6,0.255,0.485,13.3,71.8,0.213,2004,"Michael Redd, Toni Kukoč*, Desmond Mason",7.1,"Michael Redd",3.5,-0.3
"353","Milwaukee Bucks",-3.2,0.475,13,29,0.261,0.499,12.4,72,0.233,2005,"Michael Redd, Dan Gadzuric, Mike James",4.1,"Michael Redd",2.2,-0.9
"354","Milwaukee Bucks",-1.1,0.492,13.8,27.3,0.238,0.504,13.8,74.6,0.262,2006,"Michael Redd, Bobby Simmons, Andrew Bogut",7.5,"Michael Redd",4.6,0.6
"355","Milwaukee Bucks",-4.7,0.504,14.1,27.6,0.209,0.522,14.5,68.1,0.234,2007,"Michael Redd, Ruben Patterson, Andrew Bogut",5.6,"Michael Redd",2.5,-1.2
"356","Milwaukee Bucks",-7.5,0.482,13.7,30,0.215,0.524,13,73,0.25,2008,"Michael Redd, Andrew Bogut, Mo Williams",5.2,"Michael Redd",2.4,-0.4
"357","Milwaukee Bucks",-1.2,0.483,13.1,27.8,0.239,0.503,15.6,74,0.315,2009,"Ramon Sessions, Richard Jefferson, Charlie Villanueva",5.1,"Ramon Sessions",1.9,-0.6
"358","Milwaukee Bucks",1.8,0.482,12.3,26.2,0.181,0.486,14.6,76.4,0.266,2010,"Andrew Bogut, Carlos Delfino, Luke Ridnour",8.4,"Andrew Bogut",2.8,0.5
"359","Milwaukee Bucks",-0.9,0.467,13,24.7,0.217,0.481,14.7,74.8,0.236,2011,"Brandon Jennings, Andrew Bogut, Carlos Delfino",5.3,"Brandon Jennings",2,-0.1
"360","Milwaukee Bucks",0.3,0.481,12.9,27.7,0.194,0.489,14.6,70.9,0.217,2012,"Brandon Jennings, Ersan İlyasova, Mike Dunleavy",5.7,"Brandon Jennings",2.8,-0.5
"361","Milwaukee Bucks",-1.6,0.476,12.7,27.9,0.174,0.492,14.4,71.3,0.201,2013,"Brandon Jennings, Monta Ellis, Ersan İlyasova",6.3,"Brandon Jennings",2.2,0.5
"362","Milwaukee Bucks",-8.8,0.479,14.1,27.1,0.204,0.52,13.2,71.4,0.225,2014,"Brandon Knight, John Henson, Ramon Sessions",2,"Brandon Knight",0.9,-2.4
"363","Milwaukee Bucks",0.5,0.499,15.5,25.4,0.195,0.487,15.9,73.3,0.221,2015,"Khris Middleton, Brandon Knight, Giannis Antetokounmpo",5.3,"Khris Middleton",2.2,-0.5
"364","Milwaukee Bucks",-4.4,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,2016,"Giannis Antetokounmpo, Greg Monroe, Khris Middleton",7.2,"Giannis Antetokounmpo",2.9,-0.2
"365","Milwaukee Bucks",-0.2,0.527,13.2,21.5,0.21,0.518,13.6,75.4,0.215,2017,"Giannis Antetokounmpo, Greg Monroe, Jabari Parker",9.6,"Giannis Antetokounmpo",6.7,-1.3
"366","Milwaukee Bucks",-0.3,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,2018,"Giannis Antetokounmpo, Eric Bledsoe, Khris Middleton",9.9,"Giannis Antetokounmpo",5.7,0.4
"367","Milwaukee Bucks",8.6,0.55,12,20.8,0.197,0.503,11.5,80.3,0.162,2019,"Giannis Antetokounmpo, Eric Bledsoe, Brook Lopez",12.7,"Giannis Antetokounmpo",7.4,0.4
"368","Milwaukee Bucks",9.5,0.552,12.9,20.7,0.201,0.489,12,81.6,0.178,2020,"Giannis Antetokounmpo, Khris Middleton, Brook Lopez",11.4,"Giannis Antetokounmpo",6.6,1.8
"369","Milwaukee Bucks",5.8,0.566,12,23.3,0.177,0.536,11.5,79.7,0.157,2021,"Giannis Antetokounmpo, Jrue Holiday, Khris Middleton",10.1,"Giannis Antetokounmpo",5.6,-0.1
"370","Milwaukee Bucks",3.3,0.546,11.9,23,0.199,0.536,11.6,78.6,0.165,2022,"Giannis Antetokounmpo, Jrue Holiday, Khris Middleton",12.2,"Giannis Antetokounmpo",7.4,1
"371","Milwaukee Bucks",3.5,0.555,12.7,25,0.184,0.52,10.4,77.8,0.175,2023,"Giannis Antetokounmpo, Jrue Holiday, Brook Lopez",10.7,"Giannis Antetokounmpo",5.4,1
"372","Milwaukee Bucks",3.7,0.573,11.3,21.7,0.216,0.54,10.6,77,0.187,2024,"Giannis Antetokounmpo, Damian Lillard, Brook Lopez",10.7,"Giannis Antetokounmpo",6.4,2.3
"373","Minnesota Timberwolves",2.3,0.488,12.9,28.2,0.206,0.472,12.7,72.9,0.203,2003,"Kevin Garnett*, Wally Szczerbiak, Rasho Nesterović",12.2,"Kevin Garnett*",8.7,1.5
"374","Minnesota Timberwolves",6.2,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215,2004,"Kevin Garnett*, Sam Cassell, Fred Hoiberg",16.4,"Kevin Garnett*",10,1.6
"375","Minnesota Timberwolves",1.6,0.489,12.7,28.6,0.219,0.472,11.2,71.4,0.208,2005,"Kevin Garnett*, Fred Hoiberg, Wally Szczerbiak",12.9,"Kevin Garnett*",9.1,0.9
"376","Minnesota Timberwolves",-2.1,0.48,14.2,25.2,0.226,0.475,13.4,71.3,0.236,2006,"Kevin Garnett*, Wally Szczerbiak, Marko Jarić",9.6,"Kevin Garnett*",7.4,-1
"377","Minnesota Timberwolves",-4,0.49,14.8,25.1,0.231,0.498,13.3,72.1,0.226,2007,"Kevin Garnett*, Ricky Davis, Randy Foye",7.8,"Kevin Garnett*",5.5,-0.8
"378","Minnesota Timberwolves",-7.4,0.484,13.6,27.5,0.183,0.513,12.9,73.6,0.269,2008,"Al Jefferson, Ryan Gomes, Rashad McCants",4.9,"Al Jefferson",2.6,-1.7
"379","Minnesota Timberwolves",-5.3,0.481,13.3,27.7,0.222,0.515,12,75,0.254,2009,"Al Jefferson, Mike Miller, Randy Foye",4.7,"Al Jefferson",2.1,-1.7
"380","Minnesota Timberwolves",-9.9,0.478,14.6,26.7,0.207,0.525,13,73.6,0.22,2010,"Al Jefferson, Kevin Love, Damien Wilkins",3.3,"Al Jefferson",1.5,-1.1
"381","Minnesota Timberwolves",-6.9,0.483,15.1,29.6,0.217,0.514,13.1,73.7,0.251,2011,"Kevin Love, Luke Ridnour, Anthony Tolliver",6,"Kevin Love",4.2,-3.3
"382","Minnesota Timberwolves",-2.3,0.477,14,27.5,0.236,0.491,12.2,73,0.187,2012,"Kevin Love, Ricky Rubio, Nikola Peković",6,"Kevin Love",3.9,-0.5
"383","Minnesota Timberwolves",-2.5,0.473,13.8,27.4,0.226,0.511,15,74,0.187,2013,"Andrei Kirilenko, Ricky Rubio, Nikola Peković",5.4,"Andrei Kirilenko",2.9,-0.7
"384","Minnesota Timberwolves",2.7,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177,2014,"Kevin Love, Ricky Rubio, Kevin Martin",11.1,"Kevin Love",7.7,-2.2
"385","Minnesota Timberwolves",-9.3,0.468,13.7,26.6,0.24,0.537,13.9,71.6,0.187,2015,"Gorgui Dieng, Shabazz Muhammad, Thaddeus Young",2.4,"Gorgui Dieng",1.2,-0.8
"386","Minnesota Timberwolves",-3.6,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,2016,"Karl-Anthony Towns, Ricky Rubio, Gorgui Dieng",6.5,"Karl-Anthony Towns",2.7,-0.8
"387","Minnesota Timberwolves",-1.2,0.511,12.9,27.2,0.229,0.535,13.2,75.9,0.212,2017,"Karl-Anthony Towns, Ricky Rubio, Gorgui Dieng",8.3,"Karl-Anthony Towns",5.2,-1.2
"388","Minnesota Timberwolves",2.3,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.189,2018,"Karl-Anthony Towns, Jimmy Butler, Jeff Teague",10.8,"Karl-Anthony Towns",5.2,-0.1
"389","Minnesota Timberwolves",-1.5,0.511,11.4,24.6,0.21,0.538,12.9,74.9,0.19,2019,"Karl-Anthony Towns, Derrick Rose, Taj Gibson",8.7,"Karl-Anthony Towns",5.1,-1.1
"390","Minnesota Timberwolves",-4.1,0.514,13,22.1,0.209,0.541,13.2,77.2,0.218,2020,"Karl-Anthony Towns, Robert Covington, Gorgui Dieng",4.3,"Karl-Anthony Towns",2.9,-1.2
"391","Minnesota Timberwolves",-5.5,0.52,12.4,22.7,0.193,0.556,13.3,76.8,0.207,2021,"Karl-Anthony Towns, D'Angelo Russell, Naz Reid",5.1,"Karl-Anthony Towns",2.8,-1.6
"392","Minnesota Timberwolves",2.6,0.539,12.4,24.4,0.198,0.535,14.2,74.9,0.227,2022,"Karl-Anthony Towns, Anthony Edwards, Patrick Beverley",8.1,"Karl-Anthony Towns",4.4,0.1
"393","Minnesota Timberwolves",-0.1,0.56,13.6,21.5,0.205,0.54,13.3,74.3,0.225,2023,"Kyle Anderson, Anthony Edwards, D'Angelo Russell",7.1,"Kyle Anderson",2.2,0.3
"394","Minnesota Timberwolves",6.7,0.558,13,23.4,0.209,0.513,12.7,77,0.198,2024,"Anthony Edwards, Mike Conley, Karl-Anthony Towns",8.4,"Anthony Edwards",3.5,-0.9
"395","New Orleans Pelicans",2.3,0.465,13.9,31.7,0.219,0.464,14,73.1,0.226,2003,"Jamal Mashburn, P.J. Brown, Baron Davis",9,"Jamal Mashburn",3.5,0.8
